"TRANSPORT_TYPE";"TRANSPORT_MEAN";"TRAVEL_REASON";"SOCIO_DEMO_VARIABLE_TYPE";"SOCIO_DEMO_VARIABLE";"PERIOD_REF";"UNIT_MEAS";"VALUE";"OBS_CONFIDENCE";"OBS_STATUS"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HHTYP";"DK_NOANS";2021;"KM";7.3139;5.6059;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HHTYP";"DK_NOANS";2021;"MIN";9.8094;6.4707;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HHTYP";"DK_NOANS";2021;"NBSTAGE";0.2911;0.1582;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"MO_FR";2021;"KM";3.8750;0.2056;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"MO_FR";2021;"MIN";5.7476;0.2409;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"MO_FR";2021;"NBSTAGE";0.2654;0.0081;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"SA";2021;"KM";8.5240;0.7291;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"SA";2021;"MIN";11.5399;0.8745;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"SA";2021;"NBSTAGE";0.4600;0.0251;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"SO";2021;"KM";8.3597;0.6627;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"SO";2021;"MIN";10.1831;0.7058;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"DAY";"SO";2021;"NBSTAGE";0.3364;0.0168;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"SEX";"M";2021;"KM";3.9968;0.2660;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"SEX";"M";2021;"MIN";5.4469;0.3044;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"SEX";"M";2021;"NBSTAGE";0.2239;0.0088;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"SEX";"F";2021;"KM";6.3573;0.3081;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"SEX";"F";2021;"MIN";8.9527;0.3586;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"SEX";"F";2021;"NBSTAGE";0.3815;0.0113;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y6T17";2021;"KM";11.1142;0.7815;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y6T17";2021;"MIN";15.5325;0.8747;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y6T17";2021;"NBSTAGE";0.7474;0.0298;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y18T24";2021;"KM";7.2783;0.8802;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y18T24";2021;"MIN";10.0998;1.0212;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y18T24";2021;"NBSTAGE";0.4098;0.0316;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y25T44";2021;"KM";4.8865;0.4433;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y25T44";2021;"MIN";6.2597;0.4645;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y25T44";2021;"NBSTAGE";0.2413;0.0136;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y45T64";2021;"KM";3.6545;0.2774;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y45T64";2021;"MIN";5.2328;0.3680;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y45T64";2021;"NBSTAGE";0.2058;0.0106;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y65T79";2021;"KM";4.0361;0.3865;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y65T79";2021;"MIN";5.8958;0.4852;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y65T79";2021;"NBSTAGE";0.2397;0.0140;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y_GE80";2021;"KM";2.4909;0.4673;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y_GE80";2021;"MIN";4.5114;0.7363;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"AGE";"Y_GE80";2021;"NBSTAGE";0.2167;0.0230;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF4000";2021;"KM";3.3994;0.5440;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF4000";2021;"MIN";5.6103;0.7409;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF4000";2021;"NBSTAGE";0.2217;0.0183;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF4001T8000";2021;"KM";3.9845;0.3379;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF4001T8000";2021;"MIN";5.6210;0.3883;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF4001T8000";2021;"NBSTAGE";0.2323;0.0124;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF8001T12000";2021;"KM";5.1101;0.5218;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF8001T12000";2021;"MIN";6.6537;0.5729;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF8001T12000";2021;"NBSTAGE";0.2561;0.0158;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF_GE12001";2021;"KM";4.4718;0.4745;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF_GE12001";2021;"MIN";5.8771;0.5415;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"CHF_GE12001";2021;"NBSTAGE";0.2447;0.0185;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"DK_NOANS";2021;"KM";7.3365;0.4288;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"DK_NOANS";2021;"MIN";10.2646;0.4909;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"HH_INC";"DK_NOANS";2021;"NBSTAGE";0.4566;0.0156;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"ACT";2021;"KM";4.2573;0.2687;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"ACT";2021;"MIN";5.6688;0.2983;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"ACT";2021;"NBSTAGE";0.2212;0.0088;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"NONACT";2021;"KM";4.0681;0.2951;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"NONACT";2021;"MIN";6.2355;0.4063;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"NONACT";2021;"NBSTAGE";0.2592;0.0119;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"EDUC";2021;"KM";10.1614;0.6705;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"EDUC";2021;"MIN";14.0157;0.7402;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"EDUC";2021;"NBSTAGE";0.6512;0.0244;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"DK_NOANS";2021;"KM";3.0496;4.2429;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"DK_NOANS";2021;"MIN";4.3730;4.8097;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"ALL_REAS";"PROF_STAT";"DK_NOANS";2021;"NBSTAGE";0.2496;0.2187;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH";2021;"KM";0.3613;0.0476;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH";2021;"MIN";0.5507;0.0529;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH";2021;"NBSTAGE";0.0266;0.0019;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH01";2021;"KM";0.3602;0.0864;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH01";2021;"MIN";0.6624;0.1186;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH01";2021;"NBSTAGE";0.0315;0.0048;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH02";2021;"KM";0.3584;0.0906;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH02";2021;"MIN";0.5248;0.1022;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH02";2021;"NBSTAGE";0.0254;0.0039;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH03";2021;"KM";0.4839;0.2199;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH03";2021;"MIN";0.6060;0.1768;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH03";2021;"NBSTAGE";0.0270;0.0060;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH04";2021;"KM";0.1806;0.0593;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH04";2021;"MIN";0.3870;0.1210;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH04";2021;"NBSTAGE";0.0194;0.0044;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH05";2021;"KM";0.2818;0.0776;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH05";2021;"MIN";0.4132;0.1005;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH05";2021;"NBSTAGE";0.0257;0.0047;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH06";2021;"KM";0.6610;0.2211;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH06";2021;"MIN";0.8073;0.2260;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH06";2021;"NBSTAGE";0.0325;0.0063;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH07";2021;"KM";0.3331;0.1362;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH07";2021;"MIN";0.5587;0.2271;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"GEO";"CH07";2021;"NBSTAGE";0.0282;0.0099;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"DE_REG";2021;"KM";0.3586;0.0607;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"DE_REG";2021;"MIN";0.5143;0.0643;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"DE_REG";2021;"NBSTAGE";0.0252;0.0023;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"FR_REG";2021;"KM";0.3774;0.0804;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"FR_REG";2021;"MIN";0.6561;0.1032;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"FR_REG";2021;"NBSTAGE";0.0301;0.0037;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"IT_REG";2021;"KM";0.3328;0.1313;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"IT_REG";2021;"MIN";0.5654;0.2202;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"IT_REG";2021;"NBSTAGE";0.0291;0.0099;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"RO_REG";2021;"KM";0.0000;0.0000;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"RO_REG";2021;"MIN";0.0000;0.0000;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"LANG_REG";"RO_REG";2021;"NBSTAGE";0.0000;0.0000;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"URB_MUN";2021;"KM";0.3006;0.0481;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"URB_MUN";2021;"MIN";0.5033;0.0609;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"URB_MUN";2021;"NBSTAGE";0.0247;0.0022;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"INT_MUN";2021;"KM";0.5794;0.1631;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"INT_MUN";2021;"MIN";0.7540;0.1548;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"INT_MUN";2021;"NBSTAGE";0.0321;0.0050;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"RUR_MUN";2021;"KM";0.3090;0.0760;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"RUR_MUN";2021;"MIN";0.4654;0.1007;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"URB_RUR";"RUR_MUN";2021;"NBSTAGE";0.0264;0.0053;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH1";2021;"KM";0.1896;0.0673;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH1";2021;"MIN";0.3515;0.0917;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH1";2021;"NBSTAGE";0.0140;0.0031;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH2";2021;"KM";0.2795;0.1045;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH2";2021;"MIN";0.4022;0.0869;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH2";2021;"NBSTAGE";0.0233;0.0036;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH2KIDS";2021;"KM";0.4391;0.0683;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH2KIDS";2021;"MIN";0.6678;0.0843;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH2KIDS";2021;"NBSTAGE";0.0328;0.0033;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH1KIDS";2021;"KM";0.3579;0.1663;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH1KIDS";2021;"MIN";0.5299;0.2305;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HH1KIDS";2021;"NBSTAGE";0.0225;0.0067;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HHNOFAM";2021;"KM";0.8563;0.3757;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HHNOFAM";2021;"MIN";1.2105;0.4362;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"HHNOFAM";2021;"NBSTAGE";0.0471;0.0126;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"DK_NOANS";2021;"KM";0.1691;0.1912;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"DK_NOANS";2021;"MIN";0.7501;0.9304;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HHTYP";"DK_NOANS";2021;"NBSTAGE";0.0516;0.0621;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"MO_FR";2021;"KM";0.4641;0.0646;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"MO_FR";2021;"MIN";0.7040;0.0721;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"MO_FR";2021;"NBSTAGE";0.0331;0.0026;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"SA";2021;"KM";0.1749;0.0797;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"SA";2021;"MIN";0.2737;0.0818;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"SA";2021;"NBSTAGE";0.0160;0.0043;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"SO";2021;"KM";0.0403;0.0267;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"SO";2021;"MIN";0.0702;0.0360;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"DAY";"SO";2021;"NBSTAGE";0.0047;0.0021;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"SEX";"M";2021;"KM";0.4325;0.0806;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"SEX";"M";2021;"MIN";0.6260;0.0871;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"SEX";"M";2021;"NBSTAGE";0.0263;0.0028;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"SEX";"F";2021;"KM";0.2915;0.0514;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"SEX";"F";2021;"MIN";0.4768;0.0609;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"SEX";"F";2021;"NBSTAGE";0.0268;0.0027;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y6T17";2021;"KM";0.1862;0.0753;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y6T17";2021;"MIN";0.2903;0.0938;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y6T17";2021;"NBSTAGE";0.0170;0.0043;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y18T24";2021;"KM";0.8682;0.2171;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y18T24";2021;"MIN";1.2392;0.2407;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y18T24";2021;"NBSTAGE";0.0615;0.0101;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y25T44";2021;"KM";0.5447;0.1290;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y25T44";2021;"MIN";0.7708;0.1238;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y25T44";2021;"NBSTAGE";0.0352;0.0041;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y45T64";2021;"KM";0.3465;0.0698;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y45T64";2021;"MIN";0.5991;0.1025;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y45T64";2021;"NBSTAGE";0.0292;0.0038;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y65T79";2021;"KM";0.0479;0.0363;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y65T79";2021;"MIN";0.0841;0.0527;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y65T79";2021;"NBSTAGE";0.0036;0.0017;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y_GE80";2021;"KM";0.0006;0.0009;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y_GE80";2021;"MIN";0.0043;0.0070;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"AGE";"Y_GE80";2021;"NBSTAGE";0.0009;0.0014;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF4000";2021;"KM";0.1265;0.0452;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF4000";2021;"MIN";0.3215;0.1040;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF4000";2021;"NBSTAGE";0.0174;0.0049;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF4001T8000";2021;"KM";0.4114;0.1206;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF4001T8000";2021;"MIN";0.5386;0.1043;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF4001T8000";2021;"NBSTAGE";0.0254;0.0038;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF8001T12000";2021;"KM";0.3698;0.0817;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF8001T12000";2021;"MIN";0.6543;0.1338;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF8001T12000";2021;"NBSTAGE";0.0327;0.0049;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF_GE12001";2021;"KM";0.3598;0.1175;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF_GE12001";2021;"MIN";0.4914;0.1206;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"CHF_GE12001";2021;"NBSTAGE";0.0271;0.0051;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"DK_NOANS";2021;"KM";0.4017;0.0917;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"DK_NOANS";2021;"MIN";0.6134;0.1077;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"HH_INC";"DK_NOANS";2021;"NBSTAGE";0.0269;0.0036;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"ACT";2021;"KM";0.5559;0.0818;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"ACT";2021;"MIN";0.8399;0.0897;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"ACT";2021;"NBSTAGE";0.0400;0.0032;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"NONACT";2021;"KM";0.0141;0.0142;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"NONACT";2021;"MIN";0.0280;0.0204;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"NONACT";2021;"NBSTAGE";0.0014;0.0010;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"EDUC";2021;"KM";0.2899;0.0802;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"EDUC";2021;"MIN";0.4520;0.1005;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"EDUC";2021;"NBSTAGE";0.0235;0.0043;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"DK_NOANS";2021;"KM";0.4375;0.7084;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"DK_NOANS";2021;"MIN";1.6659;2.6973;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"WORK";"PROF_STAT";"DK_NOANS";2021;"NBSTAGE";0.0740;0.1199;"U"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH";2021;"KM";0.1834;0.0400;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH";2021;"MIN";0.3345;0.0507;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH";2021;"NBSTAGE";0.0188;0.0016;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH01";2021;"KM";0.2492;0.0727;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH01";2021;"MIN";0.4752;0.0862;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH01";2021;"NBSTAGE";0.0304;0.0044;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH02";2021;"KM";0.1475;0.0379;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH02";2021;"MIN";0.2978;0.0742;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH02";2021;"NBSTAGE";0.0200;0.0036;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH03";2021;"KM";0.1583;0.0784;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH03";2021;"MIN";0.3002;0.1431;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH03";2021;"NBSTAGE";0.0128;0.0041;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH04";2021;"KM";0.2144;0.1846;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH04";2021;"MIN";0.3137;0.2100;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH04";2021;"NBSTAGE";0.0119;0.0036;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH05";2021;"KM";0.1698;0.0719;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH05";2021;"MIN";0.2543;0.0828;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH05";2021;"NBSTAGE";0.0146;0.0033;"A"
"PRIV_MOT_TRANSP";"CAR_PASS";"SCHOOL";"GEO";"CH06";2021;"KM";0.1644;0.0648;"A"
