"TRANSPORT_TYPE";"TRANSPORT_MEAN";"TRAVEL_REASON";"SOCIO_DEMO_VARIABLE_TYPE";"SOCIO_DEMO_VARIABLE";"PERIOD_REF";"UNIT_MEAS";"VALUE";"OBS_CONFIDENCE";"OBS_STATUS"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"GEO";"CH07";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"DE_REG";2021;"KM";0.0580;0.0127;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"DE_REG";2021;"MIN";0.1893;0.0426;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"DE_REG";2021;"NBSTAGE";0.0090;0.0016;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"FR_REG";2021;"KM";0.0353;0.0151;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"FR_REG";2021;"MIN";0.1017;0.0343;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"FR_REG";2021;"NBSTAGE";0.0049;0.0014;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"IT_REG";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"IT_REG";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"IT_REG";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"RO_REG";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"RO_REG";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"LANG_REG";"RO_REG";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"URB_MUN";2021;"KM";0.0447;0.0108;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"URB_MUN";2021;"MIN";0.1583;0.0408;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"URB_MUN";2021;"NBSTAGE";0.0074;0.0015;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"INT_MUN";2021;"KM";0.0556;0.0221;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"INT_MUN";2021;"MIN";0.1508;0.0580;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"INT_MUN";2021;"NBSTAGE";0.0076;0.0025;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"RUR_MUN";2021;"KM";0.0617;0.0321;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"RUR_MUN";2021;"MIN";0.1716;0.0815;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"URB_RUR";"RUR_MUN";2021;"NBSTAGE";0.0084;0.0037;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH1";2021;"KM";0.0366;0.0219;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH1";2021;"MIN";0.1060;0.0564;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH1";2021;"NBSTAGE";0.0047;0.0021;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH2";2021;"KM";0.0559;0.0187;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH2";2021;"MIN";0.1931;0.0628;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH2";2021;"NBSTAGE";0.0089;0.0026;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH2KIDS";2021;"KM";0.0632;0.0169;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH2KIDS";2021;"MIN";0.1961;0.0567;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH2KIDS";2021;"NBSTAGE";0.0095;0.0021;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH1KIDS";2021;"KM";0.0072;0.0060;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH1KIDS";2021;"MIN";0.0237;0.0225;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HH1KIDS";2021;"NBSTAGE";0.0029;0.0024;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HHNOFAM";2021;"KM";0.0156;0.0207;"U"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HHNOFAM";2021;"MIN";0.0577;0.0728;"U"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"HHNOFAM";2021;"NBSTAGE";0.0025;0.0026;"U"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"DK_NOANS";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"DK_NOANS";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HHTYP";"DK_NOANS";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"MO_FR";2021;"KM";0.0649;0.0133;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"MO_FR";2021;"MIN";0.1925;0.0404;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"MO_FR";2021;"NBSTAGE";0.0096;0.0016;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"SA";2021;"KM";0.0155;0.0120;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"SA";2021;"MIN";0.0778;0.0603;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"SA";2021;"NBSTAGE";0.0036;0.0024;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"SO";2021;"KM";0.0089;0.0059;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"SO";2021;"MIN";0.0732;0.0590;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"DAY";"SO";2021;"NBSTAGE";0.0015;0.0009;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"SEX";"M";2021;"KM";0.0629;0.0157;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"SEX";"M";2021;"MIN";0.1968;0.0519;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"SEX";"M";2021;"NBSTAGE";0.0091;0.0019;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"SEX";"F";2021;"KM";0.0368;0.0114;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"SEX";"F";2021;"MIN";0.1216;0.0351;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"SEX";"F";2021;"NBSTAGE";0.0061;0.0016;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y6T17";2021;"KM";0.0038;0.0035;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y6T17";2021;"MIN";0.0853;0.1288;"U"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y6T17";2021;"NBSTAGE";0.0009;0.0008;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y18T24";2021;"KM";0.0508;0.0365;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y18T24";2021;"MIN";0.1705;0.1132;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y18T24";2021;"NBSTAGE";0.0064;0.0045;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y25T44";2021;"KM";0.0639;0.0221;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y25T44";2021;"MIN";0.1791;0.0563;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y25T44";2021;"NBSTAGE";0.0097;0.0027;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y45T64";2021;"KM";0.0736;0.0206;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y45T64";2021;"MIN";0.2075;0.0545;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y45T64";2021;"NBSTAGE";0.0112;0.0026;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y65T79";2021;"KM";0.0255;0.0140;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y65T79";2021;"MIN";0.1217;0.0684;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y65T79";2021;"NBSTAGE";0.0046;0.0024;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y_GE80";2021;"KM";0.0120;0.0172;"U"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y_GE80";2021;"MIN";0.0418;0.0620;"U"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"AGE";"Y_GE80";2021;"NBSTAGE";0.0011;0.0012;"U"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF4000";2021;"KM";0.0128;0.0097;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF4000";2021;"MIN";0.0462;0.0339;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF4000";2021;"NBSTAGE";0.0027;0.0020;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF4001T8000";2021;"KM";0.0313;0.0141;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF4001T8000";2021;"MIN";0.1168;0.0497;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF4001T8000";2021;"NBSTAGE";0.0047;0.0018;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF8001T12000";2021;"KM";0.0875;0.0339;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF8001T12000";2021;"MIN";0.2355;0.0821;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF8001T12000";2021;"NBSTAGE";0.0137;0.0041;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF_GE12001";2021;"KM";0.1052;0.0351;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF_GE12001";2021;"MIN";0.3017;0.0933;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"CHF_GE12001";2021;"NBSTAGE";0.0159;0.0044;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"DK_NOANS";2021;"KM";0.0274;0.0115;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"DK_NOANS";2021;"MIN";0.1162;0.0650;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"HH_INC";"DK_NOANS";2021;"NBSTAGE";0.0038;0.0014;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"ACT";2021;"KM";0.0755;0.0163;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"ACT";2021;"MIN";0.2159;0.0434;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"ACT";2021;"NBSTAGE";0.0116;0.0020;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"NONACT";2021;"KM";0.0139;0.0075;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"NONACT";2021;"MIN";0.0600;0.0319;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"NONACT";2021;"NBSTAGE";0.0022;0.0012;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"EDUC";2021;"KM";0.0236;0.0166;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"EDUC";2021;"MIN";0.1337;0.1067;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"EDUC";2021;"NBSTAGE";0.0032;0.0020;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"DK_NOANS";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"DK_NOANS";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"ALL_REAS";"PROF_STAT";"DK_NOANS";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH";2021;"KM";0.0321;0.0083;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH";2021;"MIN";0.0742;0.0183;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH";2021;"NBSTAGE";0.0035;0.0007;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH01";2021;"KM";0.0234;0.0112;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH01";2021;"MIN";0.0613;0.0271;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH01";2021;"NBSTAGE";0.0029;0.0011;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH02";2021;"KM";0.0501;0.0226;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH02";2021;"MIN";0.1064;0.0427;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH02";2021;"NBSTAGE";0.0050;0.0018;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH03";2021;"KM";0.0148;0.0107;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH03";2021;"MIN";0.0303;0.0204;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH03";2021;"NBSTAGE";0.0025;0.0017;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH04";2021;"KM";0.0398;0.0259;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH04";2021;"MIN";0.0966;0.0619;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH04";2021;"NBSTAGE";0.0043;0.0025;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH05";2021;"KM";0.0353;0.0253;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH05";2021;"MIN";0.0854;0.0612;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH05";2021;"NBSTAGE";0.0031;0.0016;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH06";2021;"KM";0.0281;0.0210;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH06";2021;"MIN";0.0630;0.0458;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH06";2021;"NBSTAGE";0.0034;0.0021;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH07";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH07";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"GEO";"CH07";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"DE_REG";2021;"KM";0.0365;0.0108;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"DE_REG";2021;"MIN";0.0839;0.0244;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"DE_REG";2021;"NBSTAGE";0.0040;0.0010;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"FR_REG";2021;"KM";0.0257;0.0131;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"FR_REG";2021;"MIN";0.0603;0.0246;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"FR_REG";2021;"NBSTAGE";0.0029;0.0010;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"IT_REG";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"IT_REG";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"IT_REG";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"RO_REG";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"RO_REG";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"LANG_REG";"RO_REG";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"URB_MUN";2021;"KM";0.0262;0.0087;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"URB_MUN";2021;"MIN";0.0629;0.0203;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"URB_MUN";2021;"NBSTAGE";0.0032;0.0008;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"INT_MUN";2021;"KM";0.0377;0.0186;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"INT_MUN";2021;"MIN";0.0821;0.0367;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"INT_MUN";2021;"NBSTAGE";0.0038;0.0017;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"RUR_MUN";2021;"KM";0.0482;0.0301;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"RUR_MUN";2021;"MIN";0.1081;0.0662;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"URB_RUR";"RUR_MUN";2021;"NBSTAGE";0.0043;0.0023;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH1";2021;"KM";0.0237;0.0196;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH1";2021;"MIN";0.0587;0.0461;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH1";2021;"NBSTAGE";0.0025;0.0016;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH2";2021;"KM";0.0348;0.0162;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH2";2021;"MIN";0.0827;0.0386;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH2";2021;"NBSTAGE";0.0041;0.0016;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH2KIDS";2021;"KM";0.0427;0.0142;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH2KIDS";2021;"MIN";0.0934;0.0287;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH2KIDS";2021;"NBSTAGE";0.0043;0.0012;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH1KIDS";2021;"KM";0.0050;0.0053;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH1KIDS";2021;"MIN";0.0179;0.0210;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HH1KIDS";2021;"NBSTAGE";0.0013;0.0014;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HHNOFAM";2021;"KM";0.0013;0.0021;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HHNOFAM";2021;"MIN";0.0077;0.0127;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"HHNOFAM";2021;"NBSTAGE";0.0005;0.0009;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"DK_NOANS";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"DK_NOANS";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HHTYP";"DK_NOANS";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"MO_FR";2021;"KM";0.0451;0.0116;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"MO_FR";2021;"MIN";0.1041;0.0256;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"MO_FR";2021;"NBSTAGE";0.0049;0.0010;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"SA";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"SA";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"SA";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"SO";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"SO";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"DAY";"SO";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"SEX";"M";2021;"KM";0.0438;0.0139;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"SEX";"M";2021;"MIN";0.0982;0.0294;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"SEX";"M";2021;"NBSTAGE";0.0048;0.0012;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"SEX";"F";2021;"KM";0.0207;0.0092;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"SEX";"F";2021;"MIN";0.0506;0.0218;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"SEX";"F";2021;"NBSTAGE";0.0022;0.0008;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y6T17";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y6T17";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y6T17";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y18T24";2021;"KM";0.0145;0.0143;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y18T24";2021;"MIN";0.0397;0.0377;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y18T24";2021;"NBSTAGE";0.0023;0.0022;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y25T44";2021;"KM";0.0493;0.0205;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y25T44";2021;"MIN";0.1187;0.0473;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y25T44";2021;"NBSTAGE";0.0050;0.0016;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y45T64";2021;"KM";0.0551;0.0187;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y45T64";2021;"MIN";0.1211;0.0385;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y45T64";2021;"NBSTAGE";0.0063;0.0018;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y65T79";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y65T79";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y65T79";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y_GE80";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y_GE80";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"AGE";"Y_GE80";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF4000";2021;"KM";0.0022;0.0037;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF4000";2021;"MIN";0.0098;0.0162;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF4000";2021;"NBSTAGE";0.0007;0.0011;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF4001T8000";2021;"KM";0.0138;0.0104;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF4001T8000";2021;"MIN";0.0350;0.0232;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF4001T8000";2021;"NBSTAGE";0.0018;0.0011;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF8001T12000";2021;"KM";0.0663;0.0300;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF8001T12000";2021;"MIN";0.1475;0.0651;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF8001T12000";2021;"NBSTAGE";0.0065;0.0023;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF_GE12001";2021;"KM";0.0725;0.0310;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF_GE12001";2021;"MIN";0.1694;0.0689;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"CHF_GE12001";2021;"NBSTAGE";0.0088;0.0028;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"DK_NOANS";2021;"KM";0.0171;0.0098;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"DK_NOANS";2021;"MIN";0.0375;0.0215;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"HH_INC";"DK_NOANS";2021;"NBSTAGE";0.0015;0.0009;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"ACT";2021;"KM";0.0569;0.0148;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"ACT";2021;"MIN";0.1318;0.0328;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"ACT";2021;"NBSTAGE";0.0063;0.0013;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"NONACT";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"NONACT";2021;"MIN";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"NONACT";2021;"NBSTAGE";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"EDUC";2021;"KM";0.0030;0.0050;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"EDUC";2021;"MIN";0.0059;0.0097;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"EDUC";2021;"NBSTAGE";0.0003;0.0005;"U"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"DK_NOANS";2021;"KM";0.0000;0.0000;"A"
"SOFT_MOB";"F_EBIKE";"WORK";"PROF_STAT";"DK_NOANS";2021;"MIN";0.0000;0.0000;"A"
